IAA_CONC	NPA_0_R1	NPA_0_R2	NPA_1_R1	NPA_1_R2	NPA_5_R1	NPA_5_R2	NPA_20_R1	
NPA_20_R2
5	0.217194	0.172768	0.194535	0.17256	0.006932	0.050064	0.0113135	0.0250335
20	0.7684305	0.6812085	0.62794	0.5552845	0.2237745	0.292267	0.148401	0.1475375
100	2.1349905	1.8914895	1.7902815	1.5952385	0.890621	0.9796485	0.459205	0.539826
500	4.176332	3.764014	3.683313	3.250741	1.9009005	2.1592855	1.0682265	1.201555
2000	6.0180125	5.238317	5.236749	4.5654325	2.974642	3.2487055	1.793024	1.850133
5000	7.1308165	5.9628315	6.388818	5.2964925	7.4235495	4.818772	6.9433955	2.9699245
