ions;SNF3_untreated;car1_untreated;NPY1_untreated;MSW1_untreated;RNR4_untreated;GRX5_untreated;aah1_untreated;AMD2_untreated;MSM1_untreated;URA1_untreated;GPR1_untreated;IMD4_untreated;RNR1_untreated;LEU1_untreated;URA10_untreated;LPD1_untreated;FUM1_untreated;CHO1_untreated;FUN26_untreated;DAL7_untreated;ALD5_untreated;FCY21_untreated;NIT1_untreated;uga1_untreated;pnp1_untreated;CIT2_untreated;CRD1_untreated;FUI1_untreated;AVT3_untreated;TPN1_untreated;HOM6_untreated;PHO84_untreated;BNA4_untreated;FBP1_untreated;RGT2_untreated;LSC1_untreated;PUT1_untreated;FAA2_untreated;NIT2_untreated;GLR1_untreated;SUC2_untreated;ODC2_untreated;ADH3_untreated;FEN2_untreated;PNC1_untreated;HOM2_untreated;AVT1_untreated;SHM1_untreated;ERS1_untreated;DIC1_untreated;ALD4_untreated;BAP3_untreated;RBK1_untreated;hmg2_untreated;FUR4_untreated;BNA3_untreated;AAT2_untreated;MST1_untreated;ILV1_untreated;YCF1_untreated;ADE8_untreated;MLS1_untreated;IZH2_untreated;ARO1_untreated;MEP2_untreated;BAT1_untreated;STE2_untreated;IMD2_untreated;TAT1_untreated;GDA1_untreated;LYS12_untreated;STR3_untreated;GAP1_untreated;ALT1_untreated;VBA1_untreated;VBA2_untreated;LEU4_untreated;GCV2_untreated;FUR4_estradiol;AVT1_estradiol;ARO1_estradiol;LYS12_estradiol;VBA1_estradiol;MSW1_estradiol;uga1_estradiol;MST1_estradiol;IMD2_estradiol;GAP1_estradiol;SUC2_estradiol;BNA4_estradiol;HOM6_estradiol;GPR1_estradiol;MSM1_estradiol;WT_estradiol;CHO1_estradiol;BNA3_estradiol;SNF3_estradiol;STR3_estradiol;VBA2_estradiol;FUM1_estradiol;FCY21_estradiol;hmg2_estradiol;RNR1_estradiol;ALD5_estradiol;NIT1_estradiol;LEU1_estradiol;ADE8_estradiol;RNR4_estradiol;FEN2_estradiol;PHO84_estradiol;RGT2_estradiol;ODC2_estradiol;BAT1_estradiol;GCV2_estradiol;NPY1_estradiol;YCF1_estradiol;FUI1_estradiol;GRX5_estradiol;AAT2_estradiol;LEU4_estradiol;MLS1_estradiol;STE2_estradiol;ILV1_estradiol;DAL7_estradiol;LSC1_estradiol;MEP2_estradiol;TPN1_estradiol;AVT3_estradiol;URA10_estradiol;BAP3_estradiol;pnp1_estradiol;FBP1_estradiol;RBK1_estradiol;FUN26_estradiol;IMD4_estradiol;NIT2_estradiol;CIT2_estradiol;AMD2_estradiol;ALT1_estradiol;aah1_estradiol;SHM1_estradiol;DIC1_estradiol;TAT1_estradiol;ALD4_estradiol;URA1_estradiol;ADH3_estradiol;HOM2_estradiol;PUT1_estradiol;PNC1_estradiol;FAA2_estradiol;GLR1_estradiol;ERS1_estradiol;IZH2_estradiol;LPD1_estradiol;CRD1_estradiol;GDA1_estradiol;car1_estradiol;thaumatin;hydroxyurea;alphafactor;pentostatin;fluvastatin;aminooxyacetate;dmso;atorvastatin
Dihydrothymine;-0.397606941;0.165030616;-0.286729539;-0.67066129;0.407059894;-0.306487143;-0.234277315;-0.523579822;-0.315464081;-1.342481606;0.651129637;-0.464861568;-0.114035982;0.883514963;0.300197486;0.056821265;-0.405635381;2.173309363;-0.049397656;-0.763869247;0.147745162;-0.385061622;-0.97893777;0.278155758;-0.120790204;-0.742738541;-0.076448431;0.618647419;0.130662393;-0.321888323;-0.288499985;0.244664916;0.007564847;-0.308745995;-0.023234851;0.028135021;0.002859361;0.03949048;0.520958042;-0.005952844;-0.237450409;-0.000435878;-0.145754439;-0.297713856;-0.20593609;-0.297830862;-1.04181516;-0.262992448;-0.070670534;-0.086212631;0.17409307;-0.076115372;-0.419252083;-0.083743472;-0.218630339;0.158898682;-0.006796584;-0.351737203;-0.793111945;0.113945497;-0.125306668;-0.496251902;0.090490719;0.847280075;-0.453061522;-0.340736055;2.141068209;0.136500294;-0.30861624;0.241002528;1.645474908;-0.727862366;0.097913782;0.218604838;-0.00703706;0.284535765;-0.083975094;-0.302200247;0.612431815;1.887370267;1.044553476;1.813467497;-0.140095605;-0.740824013;-0.370945691;-0.400870703;-0.019511993;-0.077813738;-0.698127984;0.699965048;-0.530875192;0.722502321;-0.443012574;-0.071409046;1.80906256;0.225724091;-0.148415836;-0.720483421;0.46574129;-0.060742521;-0.808470412;-0.314298608;0.886197009;0.270287033;-0.705440346;1.260697111;-0.150086514;0.449003316;0.097630802;-0.117120067;-0.046281354;-0.467061386;-0.867117487;0.190855866;-0.148063689;-0.091423332;0.634364837;-0.089992011;0.187642965;-0.664957158;-0.210236094;3.046486526;-1.283917509;-1.132077394;0.069256317;-0.165884904;-0.052870356;-0.147204735;0.161175213;-0.381083534;0.495719764;-0.508353471;-0.021221129;0.525702356;-0.416473902;0.118851644;-0.823785809;-0.556729923;-0.708285467;-0.737793223;0.007441637;0.97572322;-0.138957904;0.209735146;-1.647695272;-0.302982058;-0.207286177;0.323984087;-0.154281952;0.050297852;-0.198961238;-0.557153816;0.363718647;0.094186012;0.019502281;-0.235503176;0.262765043;0.289438582;0.296435849;0.193331707;0.310762598;0.198418741;0.252735805;0.080849428;0.327892406
Oxoproline;-0.885790401;-0.184454261;-0.45613737;-0.698216734;-0.098106076;-0.489873286;-0.499316015;-0.381157225;-0.510136293;-0.694770051;-0.202300076;-0.408207181;-0.702986711;0.242005044;0.159513385;0.157723477;-0.412217194;0.426298752;-0.010709161;-0.30654942;0.066959457;-0.455109058;-0.470571991;0.322200718;0.17253914;-0.471627586;0.011135749;0.257498003;0.347412506;-0.129801339;0.027910297;0.099095819;0.061231711;-0.054569142;0.155683416;0.329651074;0.373660145;0.130578084;0.589271069;0.246878077;-0.033578302;0.000367593;0.337306559;-0.181269696;-0.105078291;-0.27023278;-0.206148856;0.220352528;0.206659252;-0.022954496;0.615242205;0.071810225;-0.335111468;-0.109295854;-0.067033298;0.147848473;-0.539525145;0.003803134;-0.495643287;0.121735503;0.095976513;-0.630437817;0.1646081;0.586566508;-0.253920259;-0.143744778;0.19404148;0.190505095;-0.263419543;0.224312201;0.751068617;-0.463636395;0.284886447;-0.346384367;-0.17265382;0.615638606;-0.090746266;-0.212658113;0.790217383;0.113347945;0.885521163;1.301374004;0.05164436;-0.775722749;-0.144452072;-0.023536596;-0.120002004;0.090496963;-0.661863449;0.972341;-0.4533511;0.080352445;-0.359413624;0.108734547;0.331405273;0.333009492;-0.197741908;-0.475256693;0.339796492;0.145377148;-0.550871887;-0.332336579;-0.135754817;0.409474837;-0.422652201;0.637516682;-0.014586182;0.209064405;0.100511252;0.279056026;-0.49040958;0.002712026;-0.331226135;0.037830345;-0.06490617;0.013896042;0.44406528;-0.227512596;-0.288506499;-0.284638884;-0.209118343;0.457235858;-1.154868845;-0.750772897;0.152326532;-0.272396015;-0.039012762;0.633210642;0.068931275;-0.574682778;0.82947841;-0.587328513;0.182497423;0.655173563;-0.323423497;0.249333636;-0.651470063;-0.296113324;-1.149564202;-0.760050689;0.152803058;1.147322286;0.033432302;0.283133143;-1.116808816;0.176781758;-0.170293419;0.849888271;-0.387603419;0.114669625;-0.409507454;-0.037305499;0.281249795;0.094213218;0.003615851;-0.178903085;0.61978176;0.22568074;0.41719369;0.235989594;0.483092959;0.163772661;0.298623552;0.256334811;0.317585707
Itaconate;-0.642699098;-0.175620259;-0.483556048;-0.501275405;0.117624637;-0.362841587;-0.106469917;-0.654917367;-0.535196441;-0.500938942;0.195862788;-0.655114609;-1.066342371;0.3269867;-0.146550042;-0.355390449;-0.460924666;2.020345115;0.1981214;-0.284704015;-0.043807536;-0.385100329;-0.398905858;0.325094659;-0.167140367;-0.57054184;0.01950378;0.31797675;-0.020911234;0.138083272;-0.219450403;0.475328235;-0.006449158;-0.289683136;0.094132657;0.012912473;-0.2630039;0.227552203;0.355136561;0.088326493;-0.507796035;-0.253654488;-0.089416667;-0.419348215;-0.492437282;-0.238595814;-0.255728014;-0.356390592;0.231317817;-0.070612466;0.314708238;-0.187752482;-0.742683964;0.010778556;-0.407624725;0.20639829;0.242771654;-0.01661056;-0.37521159;-0.037417654;-0.338000515;-0.29135759;0.081239462;-0.214380788;-0.289469449;0.32471076;-0.660416287;-0.183138264;-0.573792703;0.16800847;0.513646388;0.054580002;-0.140453106;-0.202495567;0.063781993;-0.542262505;-0.174503807;-0.38303168;-0.140657278;-0.477916661;-0.192217067;0.796244823;0.151512656;-0.709126485;-0.089011903;-0.207157275;-0.303559702;-0.403137791;-0.722305841;0.529811366;-0.342093183;0.697228694;-0.673540508;1.216915193;2.811840441;0.560488363;-0.506257608;0.123100302;-1.065595893;-0.302796232;-0.510138034;-0.069562209;-1.050283907;0.166852193;-0.412920947;0.583962601;-0.534695286;0.069911201;-0.343389707;-0.096148328;-0.13732293;-0.180984105;0.135021751;-0.02236479;-0.507402566;-0.061273741;0.640852775;-0.524004653;1.001846131;-0.187166978;-0.103149778;-0.676019203;-0.889961498;-0.532171294;-0.101222062;0.327082283;-0.335200587;0.253216854;-0.091463902;-0.517231599;0.048425025;-0.594876828;-0.446042711;0.33690713;-0.765794361;0.43192076;-0.227867917;-0.932539329;-0.715486746;-0.412384536;-0.538283644;0.684775163;-0.276602406;-0.006149895;-0.82284622;-0.465562012;-0.423860772;0.196165215;-0.560676832;0.468145047;-0.083363885;0.724232304;0.107693612;-0.478779689;-0.030813294;0.171597933;0.047226443;0.247601759;0.427286884;0.294917526;0.5686961;0.168718231;0.214706718;-0.250917744;0.045926818
4-Methyl-2-oxopentanoate;0.312268853;0.030484923;-0.091625796;-0.402998697;0.704508945;0.034050778;-0.099237072;-0.674198059;-0.240136465;-0.249602177;0.005787777;-0.343004075;-1.988057754;0.917321452;0.19593751;0.302549282;0.524153559;0.199550632;-0.803224195;-1.13292796;1.117954468;-0.315043423;-0.45611413;0.16671164;0.216365802;0.403238094;0.44160734;0.42479417;0.63423399;0.75458419;1.42336778;0.530959415;0.600153055;-0.270782775;-0.008599156;-0.161589248;0.083907304;0.454437861;0.131435231;0.186925079;0.254129696;0.122418636;-0.254412947;0.271259654;0.116033726;0.340688086;0.318589919;0.218336757;-0.523376756;0.977027501;-0.85695187;0.361107862;0.048149189;0.320620586;0.302706991;-0.510696172;-0.55380471;-0.337710147;0.291800457;0.398124735;0.152784199;-1.077788606;0.385671379;-0.647693341;-0.022805927;4.502082528;-0.826378705;0.114526393;0.070600521;0.457390764;0.338648867;-0.142525932;0.720750652;1.04838833;0.019506811;-0.132634819;0.411575442;-0.471043455;0.443900351;0.269868481;-0.780020192;0.205402071;0.003302897;-0.399506719;0.133641296;-0.013939427;0.117479235;0.579939981;0.677069664;0.570525042;0.742649058;-0.1414516;0.037148965;-1.664602071;-0.131524641;-0.017790147;0.725587494;-0.338972271;0.476485785;0.69378549;-0.681175757;0.179253347;-2.213227145;1.026888816;-0.082783206;1.227346421;0.590781021;0.598924381;0.099169492;0.473613944;-0.073561064;0.125122862;3.597228611;0.126132386;0.160630587;0.091926794;0.834067828;-0.00348011;-0.210517903;0.928605188;-1.070550719;-0.743452543;0.081928773;-1.682235811;0.068436142;0.354034219;0.312498864;0.310385733;0.792120493;0.095576911;1.113027592;-0.449832849;-0.006480387;-0.565877014;-0.208940382;0.025715589;0.831165362;-0.542723477;1.110208193;-0.548110154;0.103574756;1.592619649;-0.035786173;-0.772576521;-0.522130561;-0.097480894;-0.065926393;0.338447214;0.29371621;0.658297807;-0.267202746;0.265214802;0.500306304;0.017953459;0.404733349;0.556488958;0.421145505;-0.190060999;-0.034879256;-0.06120408;-0.078025752;-0.050426559;-0.087419673;-0.136610319;-0.047477305
5-Aminolevulinic acid;-0.474850691;-0.057612341;-0.230138599;-0.282057051;-0.072532427;-0.134713323;-0.393402741;-0.101264492;-0.268233397;0.225482509;-0.071182224;-0.305799901;-0.092703287;0.621785088;-0.176629239;0.245488051;-0.283211598;0.556011189;-0.194594718;0.243445496;-0.093175986;-0.318542084;-0.57880541;0.414082963;0.14203451;-0.588807738;0.207081325;0.494234952;-0.142497229;-0.037029573;-0.360005474;-0.193782001;-0.106974474;-0.299265458;0.011936533;0.392154626;0.384354739;-0.109154092;0.347988955;-0.0176364;-0.291496875;-0.205860126;-0.363350748;-0.382926511;-0.119018703;-0.353430114;-0.40417403;-0.20145427;1.5963918;-0.328529809;0.38466909;-0.093122285;-0.297289908;-0.226171651;-0.147328652;0.115351237;2.235652084;0.091063366;-0.437878131;-0.141296778;-0.570851614;-0.376038672;-0.015817812;0.763664894;-0.323051609;-0.510502428;-0.192517057;0.182202749;-0.165707036;-0.089290102;0.523698201;-0.241196945;-0.029423809;-0.994943824;0.011939283;-0.134943877;-0.453377902;-0.242550672;1.011719194;-0.180604868;1.271083587;0.895899028;0.494647148;-0.422311163;0.089584266;-0.0641886;-0.320315119;-0.10200096;-0.638086068;1.123487146;-0.552983391;0.326529874;-0.476021746;0.112340656;0.383140173;0.491813842;-0.444671586;-0.285754348;-0.699899882;-0.231025672;-0.468481447;-0.261814279;0.647477687;0.043710634;-0.275483014;0.598225212;-1.048548087;-0.030857774;0.071389093;-0.126303153;-0.30498883;0.122653778;-0.85299029;-0.384835616;0.224761682;-0.165475672;0.524587091;0.354720033;1.584112217;-0.666812031;-0.527959356;-0.313329071;-1.152383603;0.012746305;0.180091406;-0.092549901;-0.042536738;0.473003404;0.139952693;-0.39808216;0.477610563;-0.732672939;0.107456069;0.650266396;-0.348815392;-0.057225124;-0.745668127;0.044222393;-1.234371798;-0.552796463;0.03094087;0.202917292;-0.110027606;-0.402045688;-0.078137618;-0.438012048;-0.160414509;0.610628172;-0.387363773;-0.022284382;-0.193386244;1.773959865;0.309429368;0.258250358;0.206030313;-0.196910589;0.555654326;0.41009558;0.122682082;0.151254255;0.361222127;-0.146873808;0.005385795;0.470999421;-0.105895297
(Iso)Leucine;-0.014894029;-0.726842457;-0.415921966;0.085523594;-0.246536391;0.027203823;-0.200196849;-0.137186233;-0.108468346;0.325755029;0.605439013;0.119297854;0.462522975;0.466140836;-0.362334409;-0.191609183;0.009615391;1.028572312;-0.614841026;-0.273904886;-0.281763264;-0.04694057;0.153220909;0.117212495;-0.304521193;0.169312504;0.268804902;0.94016373;0.324754774;0.268464789;0.223283177;-0.362783496;0.246920919;0.465532124;0.291102389;-0.448653625;-0.221799635;-0.093942762;-0.238200777;0.40761369;-0.031591296;0.127757825;-0.245054527;0.282425714;0.229601573;0.313315156;0.261775029;0.136880047;0.249823134;-0.196822625;-0.204903255;0.104553958;0.211190411;0.51525043;0.143562348;-0.607814121;0.553435201;-0.504398418;0.296577777;0.33668773;0.352806194;0.307666134;-0.095949181;0.263661746;-0.123615394;-0.338848289;0.353083107;0.19474086;0.05757287;0.502054079;-0.090147233;0.443973913;-0.072978089;0.051179984;0.612172151;0.374126237;-0.357714523;-0.230933887;-0.24982704;0.263835831;0.33547513;-0.04629901;0.211809347;-0.167802464;0.169157882;0.215286518;-0.046559171;0.185244301;0.450868102;-0.12652125;-0.066047097;0.425382936;0.277743015;-0.779500488;0.692364296;0.124521724;0.227814054;-0.050748664;0.320312737;-0.28598369;-0.030718325;0.028475272;0.14655188;-0.089797379;0.104912181;0.342181574;0.473549215;0.087437843;0.161047877;0.119909118;0.022719067;0.127190547;-0.180185843;0.2109619;0.145008447;-0.01935865;0.689666689;-0.384124265;-0.113172584;0.473671525;-0.130620026;-0.068363445;0.308624503;-0.242494209;0.060418401;0.150557239;0.038275255;0.005507271;-0.049924343;-0.121082907;0.211563481;-0.061573713;0.014578283;0.029522671;-0.052417287;-0.198553218;-0.02611927;0.224550157;0.094273627;-0.192033021;-0.316029168;0.07481661;0.158418827;0.387897422;0.007470316;0.291966025;0.10332797;-0.299715993;-0.07023933;0.161860008;0.029302545;0.185480153;0.237871181;-0.275523771;0.150636499;0.325966271;-0.088144693;0.484144066;0.219375065;0.408265167;0.417885313;0.425463607;0.463019829;0.376846646;0.319559407
Oxaloacetic acid;-0.550784009;-0.157954979;-0.832237967;-0.469417053;0.048216698;-0.298814427;0.43968386;-0.985555698;-0.590953108;-0.208531082;0.302674666;-0.522092362;-0.608049431;0.187056478;-0.437894013;0.023126279;-0.920563669;3.077903416;0.795871554;-0.240920783;-0.267245182;-0.627193815;-0.099311869;0.552534577;-0.47932025;-0.777319378;0.621538868;1.00556113;-0.532190615;0.355127965;-0.377288494;0.446021071;0.166791212;0.008028343;0.106087104;-0.227079221;-0.488210044;0.084681134;-0.120037772;0.378003645;-1.066181935;-0.067433194;-0.444723665;-0.309037135;-0.154182534;0.343897926;-0.180941559;-0.442809305;0.214918322;-0.729287751;-0.621924986;-0.571734038;-0.723197415;0.147242195;-0.423880742;0.47569501;0.739074947;0.248454195;-0.175878905;0.1171587;0.014150128;-0.048951391;-0.212101911;-0.816093407;-0.411590898;0.607038249;-0.225037887;-0.245794489;-0.337422859;0.662324909;0.455269143;1.322203493;-0.174688519;0.012816909;0.600986666;0.082853488;-0.394463743;-0.65557842;-0.550863941;0.029189009;-0.001626425;0.557284921;0.324133588;-0.098750312;0.367895631;-0.430606625;-0.007237304;-0.039063877;-1.101580304;-0.070284353;-0.562153403;0.155281498;-0.30255316;0.405763977;3.278555278;0.983628466;-0.672710153;0.536073009;-0.611849721;-0.494120594;-0.281249224;0.338771593;-0.721978013;-0.254069233;0.273446783;0.50599878;-0.093382122;0.109255308;-0.0547908;-0.141373453;0.603218969;0.219910761;0.542368252;0.466610385;-0.353445353;-0.082552697;0.735334737;-0.789728609;0.659043847;-0.318928787;0.086506342;-1.010530183;-0.191772563;-0.425131935;-0.305473335;-0.098387326;0.313197501;0.088263718;0.040427602;-0.395550291;0.209149464;-0.672603205;-0.339431712;0.81255705;-0.606972521;-0.069429192;-0.107228099;-0.800532311;-0.368720596;-0.052969411;-0.630106591;0.107054065;-0.345936381;-0.160130757;-1.161840745;-0.133023387;0.089419551;-0.862508025;-0.941004284;0.483007669;0.483967182;1.165669593;0.186507314;-0.928000971;0.249481533;0.727473147;-0.332612077;0.72537412;-0.004709264;-0.112598597;0.424223358;0.04640348;-0.117848014;-0.009129826;-0.113980022
Glutarate;-0.134775882;-0.487092774;0.097459451;-0.112813599;-0.094411025;-0.08567337;0.13486342;-0.137946336;0.038225081;0.00593926;0.260227436;-0.34730397;0.269689416;-0.117906184;-0.108830553;-0.170431217;-0.150538277;0.163433618;-0.139422772;-0.326045584;-0.236204318;0.302934633;0.275485096;-0.092493993;-0.362143675;-0.087627458;-0.21435083;0.229962426;0.3742015;0.365462388;0.239446833;-0.562229558;-0.034619325;0.558098463;0.356257559;-0.475085394;-0.205078015;0.139445336;-0.195052007;0.147620849;-0.099295203;0.197586303;-0.054796931;0.338591223;0.076375582;0.507126546;0.25742437;-0.102237141;0.117885354;-0.314034786;-0.784830122;-0.207201536;-0.009849955;0.436928877;-0.021021819;-0.403315597;0.776937638;-0.381346422;0.535982382;0.222104777;0.467797633;0.408043084;-0.440041492;-0.3189846;0.238080031;0.639349306;0.621920187;-0.227653277;0.028479384;0.340637232;-0.709882367;0.680998759;-0.031776716;0.384067475;0.428531915;-0.165315298;-0.214094586;-0.218342132;-0.967656182;-0.258856717;-0.27925033;-0.614421337;0.447100454;-0.019668631;0.186223033;0.146218248;0.121468588;0.052778532;0.570697073;-0.226116316;-0.232332272;0.273902714;0.429083898;-0.334854622;0.54724954;0.186776818;0.405188826;0.589708899;0.264601395;-0.663300802;0.233046556;0.042114952;0.047691295;-0.206619355;0.458912588;0.346468654;0.675074981;-0.066322864;-0.117583252;0.396653031;-0.141451353;0.326881064;0.402286404;-0.102429799;-0.099354833;-0.220339819;0.373641887;-0.363627223;0.222739759;0.669814475;0.460589595;0.571694786;0.805853484;-0.453076554;-0.078674334;0.056532848;-0.274388829;-0.121967325;-0.142077405;-0.112469224;-0.051882645;0.336828145;-0.421640652;-0.099078816;-0.28676475;-0.680854545;0.103484291;-0.083576212;0.487242827;-0.289838325;-0.466716895;-0.247983743;-0.038030635;-0.305667086;-0.122347475;0.211897299;0.155060832;-0.412384301;-0.127436464;-0.068197902;0.236325633;0.234227014;-0.093724751;-0.331632685;-0.050958327;0.758024229;-0.214546709;0.4163433;0.069133999;0.420033085;0.379199094;0.268617534;0.208455567;0.213813873;0.155919527
Asparagine;-0.250833308;-0.040530615;-0.764127839;-0.435843012;0.343718687;-0.539980125;0.215941584;-0.75099115;-0.409799247;-1.150732092;0.605619055;-0.679226874;0.441684724;0.157624836;-0.027304974;-0.309913447;-1.001723641;1.377055218;-0.048109374;0.381056698;-0.373874589;-0.741612565;-0.612711353;0.702908383;-0.120325836;-0.219337975;0.119822472;0.639560353;0.60618249;-0.469717253;-0.233429331;-0.285582479;-0.109567238;-0.443793425;-0.099639739;0.372951108;-0.182778533;-0.006621444;0.471878231;0.123736259;-0.771398072;0.241750023;0.558843944;-0.971906777;-0.447023793;-0.080376814;-1.033045096;-0.607361156;-0.006315954;-0.087884801;0.502923022;-0.340024335;-1.03675852;-0.286592684;-0.471933175;0.063425619;0.235666176;-0.087480488;-0.334665971;0.218143103;-0.394696216;0.320297701;0.247561736;-0.458931274;-0.352585515;0.16397904;1.536889469;0.430355702;-0.393660992;0.655788659;0.452118934;-0.290305831;0.581316517;0.507003945;0.54757961;0.718335203;-0.350362329;-0.198934273;0.435385101;0.933385714;0.201728406;1.305620883;0.416636055;-0.566368887;0.128643214;-0.054462163;-0.093020857;0.148498579;-0.544156899;0.357605125;-0.214293457;0.489883491;-0.15159564;-0.241115585;1.5799779;0.607286749;-0.155079749;-0.299564785;0.319892803;-0.494426527;-0.597203573;-0.418603477;1.016078644;-0.000636653;-0.429726611;0.422992296;-0.456982895;0.473207388;0.066905978;0.189172333;-0.242715031;-0.103388838;0.047371455;0.325815753;-0.25556122;0.300665754;0.023948585;-0.131512937;-0.120753985;-0.08417256;0.103459752;1.60373639;-0.534359566;0.268504368;0.238271717;0.273596542;0.133950499;0.091930838;-0.073073956;-0.549241556;0.51625333;-0.843500143;0.106844113;0.446738149;-0.563962236;-0.014308201;-1.38913455;-0.405740136;-0.644781505;0.114673719;-0.538803488;0.368650324;-0.166705579;0.171646319;-1.383281463;0.034451633;0.592210502;0.040721858;-0.543885496;0.431391203;-0.208954436;-0.275200174;0.261441826;-0.171501844;-0.052528561;-0.143088368;0.256027398;0.267405844;0.225687194;0.471991586;0.533047723;0.370931404;0.273472904;0.402403011;0.369602332
Ornithine;-0.377965626;-0.140466338;-0.354966657;-0.694604758;-0.140348183;-0.590083881;-0.240151433;-0.500463371;-0.322750396;-1.089039263;0.236466503;-0.492243136;-0.315964625;0.457798319;-0.169445231;-0.093939882;-0.496098338;0.304228243;-0.22836548;-0.941621525;-0.161959163;-0.314077894;-0.565109567;-0.040114468;-0.226515329;-0.560160908;-0.101706285;0.439706198;-0.06783639;-0.226105207;-0.276358078;-0.240449495;-0.127080953;-0.396372782;-0.114489951;0.149997106;0.025973218;-0.127021408;0.068853097;-0.040334679;-0.402799995;-0.359328967;-0.098513114;-0.341721349;-0.370605291;-0.458349129;-0.544473327;-0.278641381;-0.02838705;-0.468157362;0.184254026;-0.214125689;-0.67413042;-0.264593769;-0.280775434;-0.338936051;2.84039447;-0.38545254;-0.487805454;-0.145830595;-0.620816207;-0.774661286;-0.031934481;0.287662175;-0.388614979;1.500245927;0.920610779;-0.130805926;-0.302210885;-0.08018184;0.237606215;-0.278072669;-0.112227665;0.356892744;-0.272515611;0.078382958;-0.335871088;-0.476565469;0.13892799;-0.068711917;0.586377774;0.55228908;-0.307429021;-0.833586528;-0.097572357;-0.291121615;-0.531589928;-0.126707289;-0.817040719;0.309341592;-0.40181476;0.348103828;-0.38475952;1.493614245;0.350242189;-0.159181731;-0.398886607;-0.276558229;0.011331722;-0.584663697;-0.326637116;-0.33538308;0.09784969;0.21194409;-0.428506915;0.648595859;-0.663526503;-0.277298754;-0.170784543;-0.040648167;-0.238853852;-0.601247896;1.404583061;-0.311766504;-0.317037275;-0.293586558;0.859035137;-0.580542054;2.363953869;-0.233975694;-0.65118498;1.742482068;-0.999226539;-1.458137097;0.165995757;-0.221492423;-0.21587762;-0.266051312;-0.255380907;-0.586068584;0.06757202;-0.454323591;-0.420064193;0.091743234;-0.229328561;0.154306903;-0.543444843;-0.490029047;-0.406319534;-0.257920711;-0.399137231;-0.555050632;0.103722082;0.043840575;-1.607962392;-0.168724058;-0.338899923;0.120993195;-0.485797807;-0.262846827;-0.318453256;-0.187437359;0.130440984;-0.336930261;-0.187769279;-0.148398088;0.099089224;0.338222033;0.527505795;0.478100248;0.404230379;0.36398081;0.280667637;0.2369494;0.611325494
Aspartate;-0.264279614;-0.084532066;-0.425241806;0.153007393;-0.2346623;0.220343286;0.083957991;-0.087080303;-0.302670728;0.168636948;-0.574974182;-0.334558939;0.918250607;-0.743066979;-0.197244192;-0.20904298;-0.4597936;-0.919281113;-0.245097253;1.78796641;-0.477294799;-0.597267374;-0.313335397;0.64526175;-0.308894337;0.672383369;-0.255672986;0.768512678;-0.144560871;-0.441455823;-0.19334458;-0.221624227;-0.413443536;-0.414227789;-0.146524104;0.026508432;-0.094914945;-0.045500176;0.074342027;-0.149349788;-0.324567877;-0.116676558;0.987621223;-0.764762797;-0.379196346;-0.017551515;-0.556713099;-0.34218417;-0.185793997;-0.647452041;-0.208346511;-0.21363966;-0.177500594;-0.497149784;-0.491663728;0.056097428;-0.032340265;0.055611352;-0.164179863;-0.199549938;-0.111111712;-0.004052936;-0.299639574;-1.179333874;-0.425937501;-0.29863144;-0.289789431;0.066772318;-0.349118882;-0.052218579;-0.597501074;-0.334568273;0.071985188;-0.211227684;0.306104985;0.905336463;-0.41736133;-0.33118475;0.186891785;-0.685200476;-0.939098211;0.169479018;0.344085076;0.20357933;0.232883446;0.180734738;-0.223595336;-0.180644571;-0.340297292;-0.119302603;-0.091785489;-0.684925483;-0.012165191;0.642892775;-0.937777972;0.327806578;-0.195759135;-0.416701393;0.842249636;0.417000535;-0.533236595;-0.376061439;2.536460883;-0.001947094;-0.322216939;-0.646578276;-0.592937346;-0.113600731;-0.048368867;0.147636528;-0.494986858;-0.125945105;-0.53448959;0.335064856;-0.170667522;0.03551314;-0.921197422;1.257270285;-0.757839798;-0.134555599;0.097812971;0.597644485;-0.262441196;2.456322519;-0.184542769;0.040952568;-0.48862443;0.280702235;0.104884507;-0.311855853;0.212334953;-0.959165845;1.092239556;0.027516115;-0.099244438;0.221764131;-1.638394921;0.188579357;-0.849135875;0.200487368;-0.185025167;-1.480164642;0.122420487;-0.340348075;-0.020779266;-0.290389488;0.561394311;0.427357337;-0.056960088;-0.065317191;-0.328880583;-0.304335383;-0.058261423;0.019440671;-0.408692331;-0.114044413;0.036834112;0.371389703;0.591816908;0.307197572;0.428492832;0.403640586;0.394335253;0.265413205;0.066693011
