cell,tSNE_1,tSNE_2,cluster
A10.MAA000530.3_8_M.1.1,-8.35835393964499,-25.4366524600143,1
A10.MAA000556.3_9_M.1.1,2.49946732073585,17.9456535470875,2
A10.MAA000559.3_8_M.1.1,9.80584722847002,15.8409799605867,2
A10.MAA000571.3_9_M.1.1,29.7280857024571,-13.5328066017027,11
A10.MAA000572.3_8_M.1.1,35.0749066941699,3.25798519911121,0
A10.MAA000583.3_9_M.1.1,11.3863999582166,-5.82945839104381,12
A10.MAA000586.3_8_M.1.1,-8.21197864421154,-8.02768636650826,4
A10.MAA000590.3_9_M.1.1,33.69112134016,0.776521557176729,0
A10.MAA000591.3_8_M.1.1,32.6235751865015,1.43497413554254,0
A10.MAA000593.3_8_M.1.1,28.9670772755372,-3.9260948986297,0
A10.MAA000595.3_9_M.1.1,-11.8515043435647,-21.4357254703843,1
A10.MAA000600.3_8_M.1.1,-13.8729497189799,25.5578559339687,8
A10.MAA000603.3_10_M.1.1,34.4807119243727,5.14933078544464,0
A10.MAA000604.3_10_M.1.1,40.9122050134747,-2.46005940240786,0
A10.MAA000605.3_10_M.1.1,30.7294525329072,-9.76037709116347,0
A10.MAA000611.3_8_M.1.1,8.28541437303062,-3.85625656427363,12
A10.MAA000612.3_9_M.1.1,-33.7684821579447,19.0579830508144,16
A10.MAA000614.3_10_M.1.1,18.5610639492085,-9.56996097726241,6
A10.MAA000617.3_10_M.1.1,35.8831229041858,5.9525750310232,0
A10.MAA000639.3_9_M.1.1,20.7817452381134,26.738428889733,15
A10.MAA000641.3_9_M.1.1,-21.9543012475411,3.52045347193426,14
A10.MAA000752.3_10_M.1.1,-32.647414402669,-6.8242660794401,3
A10.MAA000779.3_11_M.1.1,2.42269132398126,13.7773754146525,2
A10.MAA000839.3_11_M.1.1,-7.7540975933058,-24.5022071402775,1
A10.MAA000844.3_10_M.1.1,13.9958847531442,11.2770774682292,18
A10.MAA000848.3_10_M.1.1,-4.40565767077853,25.3001223281656,8
A10.MAA000877.3_11_M.1.1,7.15995016864382,-34.7004149182978,5
A10.MAA000880.3_11_M.1.1,4.15554778712072,-36.5576871016706,5
A10.MAA000909.3_10_M.1.1,11.7550241672175,-6.27053678117031,12
A10.MAA000935.3_8_M.1.1,-11.8838814361931,19.6199614476326,9
A10.MAA000936.3_9_M.1.1,-4.2496217140792,-0.792633032639976,19
A10.MAA000937.3_8_M.1.1,14.9668165318746,-2.29477132749629,12
A10.MAA000938.3_8_M.1.1,17.8398820802661,-7.93512380408823,6
A10.MAA000941.3_8_M.1.1,-11.4778633048552,16.3681859875052,9
A10.MAA000944.3_9_M.1.1,-13.3643366408434,17.6706298679329,9
A10.MAA001632.3_56_F.1.1,-31.2866841812116,24.112305278716,16
A10.MAA001844.3_38_F.1.1,-4.09269864246196,24.9832108023126,8
A10.MAA001854.3_38_F.1.1,-18.2851359098634,9.4446474010123,9
A10.MAA001865.3_38_F.1.1,-21.0968887070063,-19.7680866135253,1
A10.MAA001869.3_38_F.1.1,9.4570550549358,-10.3706675977823,17
A10.MAA001871.3_39_F.1.1,13.7092995097051,-7.21753402390754,12
A10.MAA001872.3_39_F.1.1,-25.7435774499005,22.3679420319611,16
A10.MAA001873.3_38_F.1.1,7.60317815720926,-5.34648833707821,12
A10.MAA001883.3_39_F.1.1,15.2096605476204,7.41241260228924,18
A10.MAA001884.3_38_F.1.1,0.943541088653316,13.0759791270434,2
A10.MAA001887.3_39_F.1.1,19.6440174394608,11.1872835697752,18
A11.B000412.3_56_F.1.1,-3.4047310809079,-12.1804770351069,4
A11.B000633.3_56_F.1.1,-2.91369244361259,-8.10034731429464,4
A11.B000634.3_56_F.1.1,-6.89281325145698,-12.9721907007989,4
A11.B000636.3_56_F.1.1,-40.5184407531114,6.0899411478478,3
A11.B000825.3_38_F.1.1,32.1854198687305,-20.3270339346812,11
A11.B000826.3_39_F.1.1,36.1797567227501,-1.29422113820454,0
A11.B000827.3_38_F.1.1,2.25784092977489,-40.9432639448795,5
A11.B000971.3_39_F.1.1,15.5728673820339,15.1928232168791,2
A11.B001176.3_56_F.1.1,30.3764190547123,-7.48194618210563,0
A11.B001216.3_38_F.1.1,-0.937075814622519,11.4690050790819,2
A11.B001689.3_38_F.1.1,30.5582292456795,-18.8939098220698,11
A11.B001960.3_56_F.1.1,-1.59154010750868,-35.5446517692518,5
A11.B002011.3_38_F.1.1,-7.64935845555888,-8.96907176939924,4
A11.B002309.3_57_F.1.1,-0.0273677001854164,-28.2559852405083,14
A11.B002421.3_39_F.1.1,-23.6446251470133,-0.396325989517053,3
A11.B002423.3_39_F.1.1,-3.60017204630013,-10.5136519630944,4
A11.B002427.3_39_F.1.1,-3.95175125857248,-12.227934136315,4
A11.B002428.3_38_F.1.1,-7.63196683272805,-10.8608748518452,4
A11.B002762.3_39_F.1.1,21.6457046533994,-27.3200234144484,13
A11.B002765.3_38_F.1.1,20.589883964638,-30.399135941767,13
A11.B002769.3_39_F.1.1,20.9736038376477,-31.9818105646388,13
A11.B002777.3_39_F.1.1,-21.6484538479292,34.8646381625549,7
A11.B003278.3_38_F.1.1,28.5231122650619,-15.9385295885554,11
A11.B003279.3_38_F.1.1,31.5272870404388,-18.789620521318,11
A11.B003283.3_38_F.1.1,20.9014118214143,-15.2557397198708,6
A11.B003292.3_39_F.1.1,26.2579373754921,-1.87535030153117,0
A11.D041894.3_9_M.1.1,-28.6234486502208,31.1714424711579,7
A11.D041904.3_10_M.1.1,-23.0658027446366,33.7281466831914,7
A11.D041911.3_8_M.1.1,-34.455541216554,30.3560055901971,7
A11.D042044.3_9_M.1.1,18.8519301366501,18.7962215852335,2
A11.D042105.3_11_M.1.1,18.832622272817,-32.2125596132679,13
A11.D042180.3_10_M.1.1,22.8842508925204,-31.946692650986,13
A11.D042186.3_8_M.1.1,15.4318602032924,-38.8221863585771,13
A11.D043526.3_39_F.1.1,1.56433947016975,15.9855396824497,2
A11.MAA000385.3_10_M.1.1,8.1400855170662,21.4874840672862,2
A11.MAA000386.3_11_M.1.1,-21.8456241736272,-25.8955920677859,1
A11.MAA000388.3_11_M.1.1,4.80376392373308,-34.4853778948102,5
A11.MAA000427.3_11_M.1.1,14.7861398445588,-13.7302695402703,6
A11.MAA000508.3_9_M.1.1,11.5454489154575,14.6175726317936,2
A11.MAA000526.3_9_M.1.1,-0.0960124177258805,-15.8666023097047,4
A11.MAA000530.3_8_M.1.1,-5.33034058032037,-16.2315199593801,4
A11.MAA000556.3_9_M.1.1,4.47836512738697,17.5056975957072,2
A11.MAA000559.3_8_M.1.1,14.2997111434113,19.1857772653222,2
A11.MAA000570.3_8_M.1.1,28.9839294373249,-12.8360231142257,11
A11.MAA000572.3_8_M.1.1,37.9510544810907,5.62012005401868,0
A11.MAA000583.3_9_M.1.1,15.7229009784376,-2.84371307439784,12
A11.MAA000586.3_8_M.1.1,-1.44798828051477,-11.0184994218569,4
A11.MAA000590.3_9_M.1.1,32.6306039073584,-1.40474087471863,0
A11.MAA000596.3_9_M.1.1,-12.419142754,29.7129238617244,8
A11.MAA000597.3_9_M.1.1,14.811261304681,-13.5875959664216,6
A11.MAA000600.3_8_M.1.1,-4.45291189211652,27.7203789085238,8
A11.MAA000603.3_10_M.1.1,31.9096314321928,3.95244639603274,0
A11.MAA000604.3_10_M.1.1,37.5511085154493,-1.00518689227587,0
A11.MAA000605.3_10_M.1.1,33.7500140961601,-7.78483291266179,0
A11.MAA000614.3_10_M.1.1,16.3149467289444,-11.6785345251574,6
A11.MAA000617.3_10_M.1.1,27.1928845429926,-4.52852582964135,0
A11.MAA000639.3_9_M.1.1,21.4871683080004,28.1689460326035,15
A11.MAA000641.3_9_M.1.1,-21.912310056883,3.57819159951762,14
A11.MAA000652.3_10_M.1.1,7.882711620891,14.7581418688454,2
A11.MAA000779.3_11_M.1.1,4.53162197074208,14.5862001897297,2
A11.MAA000801.3_11_M.1.1,-15.4905712982916,-1.5577154232272,14
A11.MAA000848.3_10_M.1.1,-8.72000721352776,29.0082075774915,8
A11.MAA000870.3_10_M.1.1,10.4223477805483,-0.687001446488464,12
A11.MAA000877.3_11_M.1.1,20.1843591570956,12.0117471916882,18
A11.MAA000884.3_10_M.1.1,-1.32361413992252,-1.05190275230289,19
A11.MAA000902.3_11_M.1.1,-16.2527381896593,11.857785961327,9
A11.MAA000914.3_9_M.1.1,6.49523028075679,-38.3423742175947,5
A11.MAA000920.3_11_M.1.1,-1.01339175935251,-13.0428614829925,4
A11.MAA000927.3_9_M.1.1,21.8980215775419,-17.2331208010048,6
A11.MAA000930.3_8_M.1.1,-16.7563708741279,12.1130409529154,9
A11.MAA000937.3_8_M.1.1,-32.8425415365539,20.4060346272597,16
A11.MAA000938.3_8_M.1.1,18.7572714796079,-9.1319737197137,6
A11.MAA001539.3_56_F.1.1,8.17687692274784,-2.01072342608406,12
A11.MAA001842.3_38_F.1.1,13.8360511194294,8.77198944597713,2
A11.MAA001844.3_38_F.1.1,-3.49755454624661,23.8428347521818,8
A11.MAA001865.3_38_F.1.1,-9.45953264648777,-21.4788522123475,1
A11.MAA001871.3_39_F.1.1,-25.3957471442699,22.3264614056519,16
A11.MAA001875.3_39_F.1.1,-34.1097731687972,18.5809457440513,16
A11.MAA001883.3_39_F.1.1,15.4194261129856,5.70327162370992,18
A11.MAA001884.3_38_F.1.1,14.5988396589375,6.83304558570024,18
A12.B000633.3_56_F.1.1,-5.76595371261891,-8.02736542723489,4
A12.B000825.3_38_F.1.1,31.9391416669641,-17.4799552470366,11
A12.B000826.3_39_F.1.1,35.6081161974292,4.53587261789032,0
A12.B000827.3_38_F.1.1,-3.00910387944466,-39.5171683176596,5
A12.B000971.3_39_F.1.1,11.7262901683551,-31.9776747200291,5
A12.B001176.3_56_F.1.1,29.1395800816514,0.857642810802721,0
A12.B001216.3_38_F.1.1,-0.676730744296432,12.7184556424675,2
A12.B001689.3_38_F.1.1,30.8137552570956,-15.920251219033,11
A12.B001717.3_38_F.1.1,-2.27576140220401,1.04328245005633,19
A12.B001960.3_56_F.1.1,8.7684386939048,-36.0145585026601,5
A12.B002010.3_39_F.1.1,-7.69856020521276,-8.6233364809721,4
A12.B002011.3_38_F.1.1,-10.6948293578719,-7.27778306395947,4
A12.B002423.3_39_F.1.1,-8.36667008211824,-10.8272002847939,4
A12.B002427.3_39_F.1.1,-1.1461867235649,-14.2825541902347,4
A12.B002428.3_38_F.1.1,-12.221741035809,-7.68524210628264,4
A12.B002762.3_39_F.1.1,19.5774145613803,-32.9315693314425,13
A12.B002765.3_38_F.1.1,21.6079004710345,-28.8428999567575,13
A12.B002769.3_39_F.1.1,0.942369590002785,-1.79638171455817,19
A12.B002777.3_39_F.1.1,-23.658949885029,35.2104416929115,7
A12.B002954.3_56_F.1.1,-10.563092947962,-1.4104701984048,19
A12.B003292.3_39_F.1.1,25.5739847774043,0.807809064952702,0
A12.D041894.3_9_M.1.1,-20.9517703719551,30.5526778984581,7
A12.D041904.3_10_M.1.1,-26.2145472930726,30.044869697453,7
A12.D041911.3_8_M.1.1,-34.4745218090816,30.5295536119538,7
A12.D041912.3_8_M.1.1,21.8863967975952,34.7314627529375,15
A12.D042044.3_9_M.1.1,16.7811228211455,13.3351553395219,18
A12.D042105.3_11_M.1.1,22.2514124784739,-29.315947491013,13
A12.D042186.3_8_M.1.1,16.0598655135622,-36.9595853056092,13
A12.D042193.3_8_M.1.1,19.0037168927466,18.2793473982185,2
A12.D042475.3_9_M.1.1,-16.403605167576,-15.1248278911596,1
A12.D045067.3_38_F.1.1,-8.98012886783976,-2.20554928351105,19
A12.D045139.3_39_F.1.1,21.8425106738975,28.5316344742743,15
A12.D045140.3_38_F.1.1,19.7103715521312,33.8136294246269,15
A12.MAA000386.3_11_M.1.1,-21.5675846445119,-23.8237350321906,1
A12.MAA000427.3_11_M.1.1,19.1784672321422,-8.55502920745925,6
A12.MAA000435.3_10_M.1.1,22.4097353599173,-20.3871640481829,6
A12.MAA000556.3_9_M.1.1,-0.682815751356488,-38.3842820070333,5
A12.MAA000559.3_8_M.1.1,12.159545282273,19.1908885776873,2
A12.MAA000560.3_10_M.1.1,-15.1569469858737,14.4868773527426,9
A12.MAA000572.3_8_M.1.1,34.3302621080138,6.00809764254656,0
A12.MAA000583.3_9_M.1.1,10.9889410074111,-2.09253221662992,12
A12.MAA000590.3_9_M.1.1,34.1323179326058,4.63124144782556,0
A12.MAA000591.3_8_M.1.1,25.0535999239833,-0.778876799648921,0
A12.MAA000592.3_9_M.1.1,31.8708470161709,-15.9195743950068,11
A12.MAA000596.3_9_M.1.1,-15.5100785596761,26.4649452276502,8
A12.MAA000597.3_9_M.1.1,16.4659655087407,-10.4346986687844,6
A12.MAA000600.3_8_M.1.1,-13.0555465149644,25.1161999236374,8
A12.MAA000603.3_10_M.1.1,32.0622167914806,0.32872575554999,0
A12.MAA000604.3_10_M.1.1,29.0541506172818,-2.46427032184473,0
A12.MAA000605.3_10_M.1.1,33.4867269403374,-11.1988650457059,0
A12.MAA000611.3_8_M.1.1,12.6160249331435,-3.87119008668649,12
A12.MAA000614.3_10_M.1.1,18.3976540669018,-9.95344061640743,6
A12.MAA000617.3_10_M.1.1,38.2141907200502,1.63925260489627,0
A12.MAA000639.3_9_M.1.1,20.5672201648081,33.5914455748632,15
A12.MAA000641.3_9_M.1.1,-20.7449469640482,4.77709175528956,14
A12.MAA000652.3_10_M.1.1,14.5202380356062,8.61610523302187,18
A12.MAA000776.3_10_M.1.1,15.7107663868606,17.1262352748768,2
A12.MAA000779.3_11_M.1.1,11.8174052075314,19.2674945813356,2
A12.MAA000801.3_11_M.1.1,-14.9833291846379,-1.66448173476693,14
A12.MAA000839.3_11_M.1.1,-11.7716616300283,-22.6753453829799,1
A12.MAA000844.3_10_M.1.1,14.0980258618702,16.7280895993981,2
A12.MAA000848.3_10_M.1.1,-13.4213987524998,25.8681442017265,8
A12.MAA000871.3_11_M.1.1,11.9573243429646,-8.54512532173225,12
A12.MAA000880.3_11_M.1.1,-1.52133145421553,-35.2504882268829,5
A12.MAA000903.3_11_M.1.1,-34.058893102605,0.434699628859558,3
A12.MAA000909.3_10_M.1.1,15.6595865946995,-3.94856627449827,12
A12.MAA000922.3_9_M.1.1,-1.34094731778665,-1.23659154818291,19
A12.MAA000927.3_9_M.1.1,20.6720288366463,-16.39282352653,6
A12.MAA000935.3_8_M.1.1,-16.4318453247334,19.8417534467338,9
A12.MAA000936.3_9_M.1.1,-2.22862511247144,-1.41305185514323,19
A12.MAA000938.3_8_M.1.1,17.2812921825101,-8.67055191070629,6
A12.MAA000941.3_8_M.1.1,-8.77590074073128,21.4186939162942,9
A12.MAA000944.3_9_M.1.1,-16.5447093562657,12.1844218102313,9
A12.MAA001539.3_56_F.1.1,-32.1179293946329,24.3265559891166,16
A12.MAA001632.3_56_F.1.1,11.9013834649716,-3.59099964181116,12
A12.MAA001844.3_38_F.1.1,-4.07686193005181,24.2358568048205,8
A12.MAA001854.3_38_F.1.1,-18.2623326531479,9.63110216030294,9
A12.MAA001862.3_39_F.1.1,-1.19528693899152,-1.11555167129099,19
A12.MAA001865.3_38_F.1.1,-16.9395232639576,-19.4638499818259,1
A12.MAA001872.3_39_F.1.1,14.1851640139235,-5.86344084653306,12
A12.MAA001875.3_39_F.1.1,11.1603026003752,-4.1124985375048,12
A12.MAA001883.3_39_F.1.1,16.2138347517383,4.77583431442666,18
A12.MAA001884.3_38_F.1.1,7.1150257649192,16.0798389644768,2
A12.MAA001887.3_39_F.1.1,-14.6033279043865,26.6358623772702,8
A13.B000126.3_39_F.1.1,17.8610972839176,-13.786425389012,6
A13.B000127.3_38_F.1.1,-9.03063109405366,0.255279860809973,19
A13.B000168.3_57_F.1.1,-10.1087684307887,3.84896965599827,14
A13.B000633.3_56_F.1.1,-8.6523715866998,-8.88078274111651,4
A13.B000634.3_56_F.1.1,-29.6719568304644,2.08837370484724,3
A13.B000825.3_38_F.1.1,31.9227491422116,-17.7590932058926,11
A13.B000826.3_39_F.1.1,28.6602118471315,1.0356486697869,0
A13.B000971.3_39_F.1.1,9.40547421705102,15.6075847519652,2
A13.B001176.3_56_F.1.1,31.8622169433164,5.92322646067626,0
A13.B001216.3_38_F.1.1,-0.578810094096234,12.9219026599693,2
A13.B001689.3_38_F.1.1,30.7374859764269,-13.3953420060874,11
A13.B001750.3_38_F.1.1,17.5153633178047,18.3014943883396,2
A13.B002010.3_39_F.1.1,-6.83145898033359,-3.76154967990922,19
A13.B002011.3_38_F.1.1,-11.371043091147,-6.99153633086811,4
A13.B002309.3_57_F.1.1,-10.6242623009696,3.08973778377281,14
A13.B002421.3_39_F.1.1,-6.99242058107791,-1.42848851353483,19
A13.B002423.3_39_F.1.1,-6.92984346773957,-9.49980972335647,4
A13.B002427.3_39_F.1.1,-0.201099690302036,-13.1677843263342,4
A13.B002428.3_38_F.1.1,-9.83570536494599,-9.67880596535979,4
A13.B002707.3_39_F.1.1,-0.604206736114782,12.3199028845803,2
A13.B002762.3_39_F.1.1,19.2477040432919,-32.9399149575363,13
A13.B002765.3_38_F.1.1,20.3900660024601,-32.0853401012906,13
A13.B002777.3_39_F.1.1,-18.9332580807238,31.1590682541104,7
A13.B002955.3_56_F.1.1,-9.15635093751058,-2.55145588185536,19
A13.B003279.3_38_F.1.1,31.2895732293711,-16.2913324130148,11
A13.B003283.3_38_F.1.1,21.6811395583918,-14.4632359110233,6
A13.B003292.3_39_F.1.1,34.1114477604821,7.18147266911492,0
A13.D041894.3_9_M.1.1,-32.5687100643092,28.8742852021986,7
A13.D041904.3_10_M.1.1,-21.0600019303829,30.4820121252925,7
A13.D041911.3_8_M.1.1,-34.3727404109251,30.1495131875157,7
A13.D041912.3_8_M.1.1,22.9978685102032,34.2610572990909,15
A13.D042105.3_11_M.1.1,22.478769485635,-27.0234991394908,13
A13.D042180.3_10_M.1.1,19.6444911300892,-33.3984321412141,13
A13.D042186.3_8_M.1.1,15.9868802534207,-39.3619525194479,13
A13.D042193.3_8_M.1.1,15.0423501898161,12.2778898426315,18
A13.D042473.3_10_M.1.1,18.6681503344855,-33.2906792178857,13
A13.D042474.3_8_M.1.1,-12.638049898738,-19.8793797980379,1
A13.D043520.3_39_F.1.1,-5.8088847807001,-0.0862315572548204,19
A13.D043526.3_39_F.1.1,5.46282303870357,20.6782417497941,2
A13.D045064.3_38_F.1.1,1.17622040060911,-32.1427369894872,14
A13.D045140.3_38_F.1.1,19.5992992330065,34.6105272325071,15
A13.MAA000386.3_11_M.1.1,-20.4166873553987,-28.0770210858973,1
A13.MAA000400.3_8_M.1.1,-1.48458206514117,-12.6411974094407,4
A13.MAA000409.3_10_M.1.1,24.5724978546627,33.1782663914419,15
A13.MAA000427.3_11_M.1.1,15.5390000237461,-10.052393104662,6
A13.MAA000435.3_10_M.1.1,19.3635747575796,-18.8062295478565,6
A13.MAA000439.3_10_M.1.1,22.0442090713353,38.7632125046833,15
A13.MAA000442.3_11_M.1.1,-1.04910614925551,-35.4393904273939,5
A13.MAA000496.3_10_M.1.1,-0.946501115546531,-1.04455759805644,19
A13.MAA000508.3_9_M.1.1,7.3730600164248,20.3004547219853,2
A13.MAA000526.3_9_M.1.1,-7.21453690107784,-25.167772370599,1
A13.MAA000563.3_10_M.1.1,-12.3829185710421,19.8239202267808,9
A13.MAA000583.3_9_M.1.1,4.41754330876193,-12.9924120623233,17
A13.MAA000596.3_9_M.1.1,-14.881978005714,25.4460216144919,8
