Sample name	Sex	Biosample ID	Population code	Population name	Superpopulation code	Superpopulation name	Population elastic ID	Data collections
HG02982	male	SAME1840015	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02840	female	SAME1839475	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02852	female	SAME1839346	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02677	female	SAME1839483	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02984	male	SAME1840004	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02879	female	SAME1840355	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02881	male	SAME1840178	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02869	male	SAME1839184	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Gambian Genome Variation Project (GRCh38)
HG02886	female	SAME1840151	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02871	female	SAME1840312	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02883	male	SAME1840164	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02888	female	SAME1840139	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02890	male	SAME1839947	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02895	male	SAME1839918	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG03026	female	SAME1839714	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG03033	male	SAME1839566	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Gambian Genome Variation Project (GRCh38)
HG03040	female	SAME1839611	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG03240	male	SAME1839050	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG03045	male	SAME1839635	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02561	male	SAME1839838	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02573	male	SAME1839567	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02585	male	SAME1839418	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02667	female	SAME1839384	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02679	female	SAME1839471	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02756	male	SAME1839454	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02763	female	SAME1839254	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02768	male	SAME1839235	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02770	female	SAME1839049	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG03242	male	SAME1839058	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG03247	female	SAME1839174	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG03259	female	SAME1840303	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG03538	male	SAME1840007	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG03540	female	SAME1839745	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02798	male	SAME1840387	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02806	female	SAME1840079	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02813	male	SAME1839841	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02818	female	SAME1839810	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2
HG02820	female	SAME1839591	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02837	female	SAME1839422	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02851	male	SAME1839352	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02856	male	SAME1839327	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02666	male	SAME1839386	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02678	male	SAME1839477	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02680	female	SAME1839308	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02717	male	SAME1839976	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02611	female	SAME1840401	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02623	male	SAME1840182	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02628	male	SAME1840238	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02630	female	SAME1839963	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02635	female	SAME1840023	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02642	male	SAME1839792	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02647	male	SAME1839762	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02572	male	SAME1839570	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02584	male	SAME1839425	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02589	female	SAME1839401	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02596	male	SAME1839201	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG02464	male	SAME1839978	GWD	Gambian Mandinka,Gambian	AFR	African Ancestry,Africa (SGDP)	GWD,GambianSGDP	1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02762	male	SAME1839258	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,Gambian Genome Variation Project (GRCh38)
HG02983	female	SAME1840009	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG03241	female	SAME1839053	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG03246	male	SAME1839168	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02870	female	SAME1840320	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02882	female	SAME1840171	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG02887	male	SAME1840147	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG03258	male	SAME1840296	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG03260	male	SAME1840140	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes 30x on GRCh38
HG03025	female	SAME1839711	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
HG03049	female	SAME1839653	GWD	Gambian Mandinka	AFR	African Ancestry	GWD	1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482291	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482323	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482260	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482284	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482316	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482309	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482171	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482241	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482195	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482203	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482227	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482164	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482234	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482215	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482239	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482176	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482208	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482169	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482258	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482173	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482197	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482205	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482229	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482231	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482255	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482192	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482200	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482224	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482248	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482185	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482217	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482274	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482298	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482306	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482250	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482243	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482180	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482212	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482236	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482178	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482332	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482293	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482301	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482242	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482189	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482191	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482223	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482247	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482184	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482216	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482211	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482235	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482172	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482228	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482165	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482292	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482300	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482324	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482348	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482285	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482177	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482209	male		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
SC_GMMAN5482266	female		GWD	Gambian Mandinka	AFR	African Ancestry	GWD	Gambian Genome Variation Project (GRCh37),Gambian Genome Variation Project (GRCh38)
